Student_ID,Study_Hours,Assignments_Completed,Exam_Scores,Learning_Style,Linguistic,Logical_Mathematical,Spatial,Musical,Bodily_Kinesthetic,Interpersonal,Intrapersonal,Naturalistic,Existential,Cluster,Final_Cluster
20,3.6210622617823773,0,46.10823291453158,1,3.5011188752398104,5.732313389859914,1.4287713169285594,8.053951501155243,1.822366943743683,8.401052003111626,6.182072764969704,6.889118136875719,1.0067293753347797,2,2
21,6.506676052501415,5,55.998309704790444,0,2.745584805409974,5.605132479233606,7.54074301751377,4.860864386568014,3.833432464164839,9.124874091680578,8.682890940470006,8.85267956646426,6.347227523297962,1,1
22,2.2554447458683766,0,29.724027755787333,1,8.91834837347745,2.4906551232543883,7.965155995935986,2.809586368449506,1.3874716244410172,5.7240998805325445,7.527583759190997,3.1973280445621652,7.473705481226022,2,2
23,3.629301836816963,1,35.104759642831375,1,6.918042815002208,6.81166459086051,4.173423453359724,5.627809360084052,8.028674772799917,5.060738723056513,4.243546360487001,5.050988728165267,6.568722842118457,2,2
24,4.297256589643226,0,45.921819525657874,2,3.7983603700679875,1.403006054542014,8.42309070650008,7.626059942756951,4.584050145622105,3.9735232629905486,1.7836408501957737,9.332446369991656,1.735117883797186,2,2
25,5.104629857953324,4,46.91174281137855,1,7.681132455152583,7.857161381191738,5.640934652708081,4.927776388566337,4.995134490879204,6.302931529130699,2.819344593027437,6.939941051217855,2.95952408919012,2,2
26,8.066583652537123,9,80.9737218675332,0,8.336065460323312,9.519799905941916,5.169642879455171,7.000947188055075,9.042351278051184,5.088505571108403,5.909413064453521,4.498915715754372,3.2530624064324742,5,5
27,2.7970640394252375,8,43.9815450788571,0,6.534804163070191,4.057919444360061,1.408629533218233,1.8489468366193926,6.922494854750987,5.064090279450176,2.8635137504472956,2.182711445697416,8.485521681745807,4,4
28,5.628109945722504,5,65.3666116786177,1,7.190956988919236,5.6551544354289875,3.610262742840153,7.732042627342631,1.072531930079078,9.43235077358025,5.895758001564707,3.3623650711053195,5.168794926780285,1,1
29,6.331731119758382,0,50.050280695288244,2,4.377339139983997,4.41019250252933,9.379089737967698,8.314422579037558,9.488573406651565,9.856283628512172,3.0843912228750905,6.23093929740445,5.381453907471132,0,0
30,1.4180537144799796,0,33.77059558408798,2,5.848261006087352,1.0603935127365396,4.5264156695515005,7.36154070202487,3.134300193799401,8.168359503966226,8.640314825284655,7.463511528044624,9.414037418990578,2,2
31,6.467903667112945,1,48.67911556729408,0,5.71743253653546,4.4728705260560435,5.920304685010915,9.70537228773729,1.9685276628387296,7.810822812222355,4.575443255564137,2.1197969816670414,6.733772999692439,0,0
32,2.5347171131856236,8,55.599831911317224,2,8.632430120176947,8.125482333352117,5.7881951108582665,8.439868517145763,7.91315360542794,7.125023456011913,3.2099556335004196,6.396375340396486,9.088009313973975,4,4
33,1.5854643368675156,2,38.56821949847831,1,8.559675822539642,6.363899579651337,6.31387980840424,9.127843550888844,5.504295842800463,2.4946736710016233,8.310935622223553,5.953161509548759,5.108579698073797,2,2
34,9.539969835279999,0,64.1364189159226,1,8.49412422412339,1.9113392315364304,1.5519786007895435,9.402139751118833,4.903935094162158,1.5319523878808907,4.085550683249057,5.625599020216372,2.3449263266646483,5,5
35,9.690688297671034,4,67.64320313632331,0,1.0992845283621921,8.624255407244066,4.259586293188555,8.212131926864277,3.245527717144676,7.216536836019368,2.0033891905490373,7.211108059138072,9.369420346666772,1,1
36,8.275576133048151,6,67.57823720645385,1,7.745909360219994,5.779768103967186,7.508154464942987,7.068329578058492,5.927243408760868,7.559076000309184,6.133685422632775,8.537046355751157,5.128346041007844,1,1
37,3.741523922560336,5,49.406510706611726,0,7.828087510999044,8.575510255702085,2.8050422596568465,1.0514672322471035,3.469461446823287,1.4227569198832581,6.234077839941898,3.9069071485918156,2.634682796909397,3,3
38,1.8790490260574548,0,35.352418959567025,1,7.105409405696276,6.221993669065264,2.832205397917244,5.192431779008122,9.114247047583609,9.352465752059633,7.432261077121607,9.001109710998636,3.7215616627353003,2,2
39,7.158097238609412,4,61.013300560288535,0,7.806381921023073,6.037196003541459,1.0908154602012226,6.140460687601249,2.936840317598735,1.8202657550020978,3.16197489887547,2.4457025135669563,1.45722330720048,3,3
40,4.961372443656412,4,44.333275367686106,2,8.577733343470378,1.9473326667731115,4.9373373394738875,3.7362724520319968,8.959196354101781,3.5731048039408213,4.993942051830206,2.557214827760479,5.2147053231074665,0,0
41,2.0983441136030097,5,39.55410523028046,1,5.232871486916071,2.5062375982476515,8.944609426060797,3.8629400221312484,6.034648831546213,7.05150831518834,3.541311271383906,3.4009485726153152,8.67815354719213,4,4
42,5.456592191001432,2,54.08609704311787,1,5.518451921396024,9.74822730846932,1.467108492285781,9.650434741391486,8.456393205057168,2.528853349640287,1.728583625041193,2.0757778259237005,9.402224104060204,0,0
43,1.3094966900369656,4,42.782817260750605,0,2.122426512202514,3.0563807207929368,2.7200683854640237,9.025397786824714,7.415613962748595,1.4987429959801999,8.889524443143024,3.072873022145898,9.393419867532794,0,0
44,9.18388361870904,6,68.63173417436371,0,4.468382947426257,9.79706906191331,3.7907608450847956,8.642611049515338,7.270256002930737,3.980318402477348,7.5598282403950705,1.9577058661256013,2.127070230658721,5,5
45,3.3290198344001523,4,48.07922916852742,1,6.790286619206059,5.78721435871837,7.585522629077916,4.654106215354996,3.9191122692555016,7.893744173696612,3.713167535129206,8.395771752868512,4.438484942599513,2,2
46,6.962700559185838,4,60.62601020436587,0,8.02359798532547,2.222101423575434,6.765720335223278,1.123286953680231,3.1050723832498313,4.723108110867344,6.394356935847877,2.2507209269796213,1.2540588368563572,3,3
47,3.8053996848046987,4,46.71740065286728,1,2.954881879220895,1.8937198247832365,4.7434951412366955,1.7220002181014267,2.8979760491270934,6.876756297171454,2.811374093210252,7.725678018038711,8.696488104743256,4,4
48,5.680612190600297,9,61.150312944789334,2,2.2404060924331186,2.87977663635166,7.831620453325382,3.809767313958433,8.714724913536298,6.21657187505323,9.012129596161937,1.4312248112200037,4.228801858191464,3,3
49,5.920392514089517,9,66.74040381775697,0,6.96737804050443,9.330735970228021,6.486679104912117,1.1416862169610928,8.38384138233118,1.1999663382302237,2.034157090257193,9.536682947625236,6.680053251030113,5,5
50,2.6636900997297435,2,37.099206411114075,1,1.0169189517241959,4.727352018954042,9.064367196914972,1.1543480372367831,4.965161752110766,9.89685988341136,1.034534309570208,7.400440787749895,7.434085942695598,2,2
51,9.726261649881026,0,61.22004872821544,2,2.6053532587659687,4.55890841193623,8.362240742248236,9.2494297147817,2.1916415214680915,1.3728527993744897,5.51807377965264,1.061168937275006,4.868602027688398,0,0
52,7.976195410250031,4,53.41566820956089,2,1.2616424230955836,3.818856349631566,3.2753224548028053,7.355426519071487,4.440270267797125,9.710224638836365,6.248150411075824,7.874708501801926,3.757981028952187,1,1
53,9.455490474077703,8,79.51224960886132,1,2.5019660606938383,2.3235566550992957,3.442947198707802,3.780603910613374,6.574091087232203,5.9487776052795835,6.210687882662239,5.6267372868956675,9.659916191043502,5,5
54,9.053446153848839,0,59.52332587361173,0,2.631873519329547,5.390660774731658,2.1282082821314705,2.1938011984085786,5.089628390319575,9.668431243585598,1.4906073469404366,8.014286533016078,9.680394025214689,5,5
55,6.381099809299767,2,54.42344809946868,1,4.489062352753548,2.1704300426002483,4.032682531457109,5.604721461055694,8.021703416346956,2.032782394724519,3.826394262265892,5.702471280015296,3.6049273122701972,0,0
56,9.296868115208051,3,68.80405926535173,2,4.6209441221790035,8.519322127440947,9.995895268471848,1.04811544768928,9.978605400262468,5.413676672669618,5.492790521571987,6.769223718718192,5.316625870700123,5,5
57,1.7964325184672756,0,43.716669777714706,1,8.868362235492139,4.333572876477758,4.651760517535549,9.445723694723297,2.7201887960400715,2.5255368267945277,2.949212670645168,8.076984898555363,9.755597427940202,2,2
58,2.763845761772307,0,43.36338761040757,0,5.590987412489427,4.373232110036167,2.9843959122019577,4.733336074500524,5.136857376936152,1.4587738932019816,8.853632969373066,4.64597249129071,1.043815668899529,2,2
59,1.4070456001948426,7,39.016765643926306,2,7.510642890510576,5.266057856348403,7.862345960279977,4.621014597135995,4.878855117287398,6.557762035560804,1.7839836051529063,1.024373348384069,4.714104235412343,4,4
60,3.927972976869379,1,37.38603409692963,1,1.9372362212825869,4.997149418491764,5.882239031163905,4.51534246823604,3.7404327947405576,2.870050788655223,5.3864599750483855,8.649518463506695,1.9041179471287157,2,2
61,4.498095607205338,7,54.37019393313762,0,3.0289487991732447,9.953721757533893,2.346413045742573,1.6239549734898828,2.782859650482606,6.289273164587914,7.222744517618368,4.428013263621963,5.582421690063423,3,3
62,3.442141285965063,6,52.45687910894936,2,7.326490968808091,5.908430090964723,4.426207130447792,6.744900158126439,1.591229048406933,2.0112803375408705,3.355759901210342,5.464384534149247,1.2220295908643843,2,2
63,8.458637582367365,9,75.9642078494477,0,1.475235644216753,1.793815334108836,4.73022743985409,7.59703257665518,8.984073855013285,3.987878242894325,6.618166632977664,1.0698997793857186,4.662085882515651,3,3
64,4.210779940242304,9,57.003620754959584,2,5.379378960193778,6.46189607419237,7.784467305122967,7.085128578294612,4.7786382791768585,8.034693022479225,8.46446635128137,5.428828093150882,2.986291673068016,1,1
65,3.5284105871864266,1,43.519065583944666,1,6.3943206909664045,2.3642586358289197,1.1860423200271402,2.245919439964549,5.4720596665004395,4.933463696579689,2.713032775855428,9.878386614145565,5.799775262128668,2,2
66,5.884264748424236,5,53.8758795835061,0,6.419310796472329,1.2784388025820776,3.4211768211847944,6.209561512320333,9.252478433808243,6.649708734076027,9.254985326423766,3.5044089473689266,9.963942841906297,0,0
67,2.2683180247728636,5,43.74736505935885,2,1.2063953014123783,9.736679383095233,5.658366711839698,6.125360357550284,7.986614297643531,6.827121466709913,5.9820267939612215,4.558764432181403,8.204824946140729,0,0
68,8.219772826786357,2,51.626012996117964,0,3.8989720380626696,7.961850023811075,3.41962068207559,8.815697091472439,2.174511377054658,8.593795395885643,3.6930880387095453,7.1847099682180895,8.610778824619793,1,1
69,1.6709557931179373,1,32.396701148799295,0,6.728415859442387,9.820980931723902,6.65590642677099,4.412148925380823,6.088779708469682,3.9243051496597716,4.877724478440436,8.333143007712927,6.717384886231728,2,2
70,9.881982429404655,0,52.887524260132295,1,2.3409976253431912,5.3009060322001815,5.3368073134715495,4.343373492934908,4.980270488676032,7.185660063242658,3.8097269540774916,4.756524616054903,1.374038634450327,0,0
71,7.9502029236699165,5,58.97124250612308,0,7.258740834952479,5.790317780340785,4.255392293736225,6.56674352846367,8.174899653208865,9.654542263415491,7.526000439399845,3.787019833611633,2.861179084397297,5,5
72,2.7884411338075514,4,51.63353238446186,2,7.713326879323071,2.515032603272172,9.54287764183461,6.697653881495617,7.518092928507543,7.5721900092208125,8.166705970736189,9.440432199865604,9.325581008023494,4,4
73,1.0496990541124216,8,44.402102718177545,2,9.837722714015307,3.22216684000827,6.6894354926781165,5.223567045932113,7.213651497199647,5.4088342904597,8.49643653086795,7.094304700045023,4.2950180613587605,2,2
74,8.339152856093508,0,68.17936889246748,2,2.888577953707685,8.546942934125454,2.1694723504114712,4.98753426097379,4.064903519319072,6.676457000427363,9.87191424627167,2.0711917404382696,1.9327305383271602,5,5
75,7.361716094628554,6,66.5517377882901,2,8.426176008995036,4.205670824058347,6.040825276990559,5.447329035740944,8.24467357359329,7.657146079867974,8.121558632470151,1.6203509032118375,7.3216482927958175,5,5
76,7.561064512368886,4,61.60737415558103,1,5.682669192267887,8.44133476416777,8.026586678808108,8.749407695529808,1.4715216603537509,6.510481891244852,6.412456636197071,5.351948657113321,3.6951195154082916,1,1
77,7.941433120173512,4,57.532510459614464,0,4.3611633652975605,7.381123518583286,7.376407277435176,5.15050211128519,2.436624112889505,1.1500823214085525,4.052982685526054,2.980810594425452,3.4197122161375453,3,3
78,1.6664018656068134,1,40.50075499386539,1,2.1013908159266013,2.5945383274467897,2.5488030636573344,9.459386127728402,4.020609456801205,2.7529614791850325,5.901359038396745,3.285862780386281,9.981797100024343,0,0
79,4.226191556898454,2,43.80038553950649,0,7.619550458387838,5.5670172950776795,9.75177999136093,5.536033872366934,1.6912669696235314,8.294213954939195,1.3696135551136488,8.899229609450634,8.723250325239889,4,4
80,2.0428215357261674,6,48.738513680405305,0,3.1227183922931836,7.096485893668452,5.039322811719454,9.542806238628023,3.1149484978122244,3.453855825812362,7.703425679769218,1.806094218846796,4.67144036531057,3,3
81,8.767930832880342,5,79.104215189985,0,4.342798016857412,3.115334933234426,2.4312250336623515,8.495487116821682,8.471358846981264,7.584059076050205,5.013599905828916,7.438277037060007,9.822350870348492,5,5
82,6.609683141448022,1,51.34874992572082,1,1.562880042076316,8.476196594680692,2.621761787153331,4.261881903542462,9.534263840110714,4.3490819371752885,1.1802090675896886,3.4402802804252923,6.851019010772923,0,0
83,3.9780822236738427,5,57.680613302449906,0,8.21230224237567,5.903448917906681,1.8841149297017243,8.772772791669544,3.7414212019677144,5.696958953421489,1.5625624735936974,7.84295399263724,7.678202066917843,4,4
84,1.5720251525742128,1,33.2001933320932,1,7.89929671574479,2.4871784539834287,8.231662975914409,1.990569557810037,3.3806422358995443,1.6117596983746334,4.48719817439581,7.501702460171901,1.2836173877399042,2,2
85,3.79884089544096,1,43.221580233838075,2,7.602542470380812,6.2468598354814215,2.098274448896638,9.32542457808713,3.519033870217842,2.6310300494473857,6.2507936711659156,1.0665271129986373,2.094447334132514,0,0
86,3.9266498982407234,1,52.63395287289972,2,3.69499159442698,9.997424237403226,2.126127314275722,6.684791635746024,3.4994717861575944,9.61477267167311,5.1778355405691405,5.582218716294392,6.697766138466146,0,0
87,7.566455605042576,2,53.564531526188894,0,2.5613206683936154,2.354693424970722,8.654244532847539,1.4895167367008006,1.323371639673757,9.011242481022226,6.572838855629394,2.2538753414024173,9.091215843845355,0,0
88,6.738017242196918,1,61.2762945165754,1,6.737979380232067,8.350812371075753,4.101436760028037,6.798310512857304,9.342247116979973,6.870475998091452,5.322648329122202,8.796043275208092,6.613693534788361,5,5
89,8.98491468318694,3,66.4935037268382,2,5.465497457018975,2.865781028688022,1.2777211387726521,9.768228887302804,2.9232832741329555,5.136801376471636,6.95533460933212,8.84427294576166,2.206224048870926,1,1
90,5.249934326457543,8,58.93746909990129,1,2.6042722021417744,8.041494965140785,1.467057695665698,1.6282058915316604,4.780036666732645,7.0818516360570145,2.972134582037208,4.765112267443822,2.041840416216922,3,3
91,2.0763482134447155,5,49.39108333561175,1,7.173201439448773,7.611201308092719,2.27953402033506,5.992189388020777,1.0871819446687097,6.567492601845451,2.0155886846525926,4.999560566059725,8.597673062416735,4,4
92,7.419203085006955,0,57.12038150315452,0,9.920137886391734,3.704404470403891,2.920540131781206,7.730149147834352,8.721595818235514,6.116970300441508,6.367905591630939,3.7295464546407437,2.253721048371229,5,5
93,7.847065437552077,7,70.65024612374222,2,7.724976289678339,3.9324080580800485,6.986315748145648,8.292327280295781,7.580416100094255,1.5325936467718764,5.362205652426767,7.449456690640279,5.682087644536229,1,1
94,6.051494778125466,6,52.30336073492412,0,7.659877480170506,8.132692527666272,2.415936520016454,4.724447187887162,9.520804316563328,6.695223495953562,1.2418088864044177,4.227952267238132,1.3340198796607203,5,5
95,7.938704619591049,9,68.18042797964881,0,9.552814776375325,5.153009606985814,2.069869520593648,2.837499032514187,8.034539312767592,7.9202804011405155,4.424336969437323,3.410132270703704,1.7260279065205963,5,5
96,5.444160367279517,2,49.09488792408103,2,2.82642730817412,7.577362258406279,7.8824722732865125,1.3810805089514546,3.8233586084685873,9.94673489181018,1.9551302694189594,4.890079535540574,7.051134408785783,0,0
97,5.704595464437946,0,46.74161924781361,2,6.0899496842929635,2.331857326292513,7.03949755473923,6.217535413875023,3.230860228555813,1.0997069733487872,5.782211485774257,1.8233876654871284,7.20263269384765,0,0
98,4.847869165226946,4,55.64696798343423,1,9.816820435304951,8.673020037113982,4.9179179930971255,5.076199632408497,7.279446767979636,7.57156107979609,4.561999116943877,7.719428841797835,4.073224659475981,5,5
99,1.2287721406968566,3,40.57482142675684,2,2.487646998731571,7.397962450140872,5.9437879433209355,9.5386995563474,4.277014975094495,6.146103843423824,6.5183671999271615,1.1133676114460827,2.9404878871874027,0,0
100,1.97102284293974,9,47.23634673526872,1,7.302267635000689,9.162485279513506,3.8078561829377664,1.545444169434188,6.095935141773549,4.90646958472861,8.250419968932144,6.800365553685346,8.323392436815771,4,4
101,1.2828626711806081,7,49.749577268571635,1,6.272291313747117,2.191351411314752,5.342503782118246,7.168558091014051,1.056317239238232,2.148131571142338,3.697018154573417,2.645780740793852,2.9539290652290133,3,3
102,6.727693701374023,0,53.236009830541185,1,6.278311829698363,6.337130503245379,5.560053840844712,1.2246959990805144,1.5569713151242772,4.681766337713886,9.658918937485247,3.091636415929718,5.878243626997417,3,3
103,3.82920382968694,9,62.286563728716025,2,7.279035647680677,6.392085265362926,4.485135440602863,2.5429075903948846,5.81831147063486,4.1893946468752175,5.8207105052881705,6.72068798776036,9.71387956776615,4,4
104,5.577136220482325,0,52.13531228922009,0,9.366552305881157,4.181146664921042,9.159149896049465,5.082210999305508,6.094644818033486,3.7254690008086797,6.5646171887930915,9.936491192046164,2.3306719407614542,2,2
105,9.168098265334837,3,67.67390556874903,1,8.043237458662041,5.12619782112332,1.1445567848290552,5.093851985225814,7.763076500134092,7.577916609899869,7.126051359031633,7.999457401652956,9.46788640745238,5,5
106,3.2436300623398746,7,56.02679058316181,0,1.50522493074589,1.3418340696086812,8.039541367821215,7.171304886402795,2.1876878766156556,7.306529691558374,7.0005837687183075,3.032556690010528,2.6460374776180178,3,3
107,4.693446307320667,4,51.72951036466877,0,8.6745521788814,7.712740347643108,2.119445481171919,9.19191731380981,5.618647753811009,6.301180818828204,5.598736687405559,2.584222795370204,6.106988872209066,0,0
108,7.799960246887438,1,47.09507607308235,2,3.0298719693315936,5.943902314628566,8.177926244834795,6.751289430234287,2.7500287998851976,9.44798331964035,4.858878620032152,8.796095832409033,4.393069407628701,1,1
109,3.059183489424602,5,51.325641563936735,0,4.392227482627348,1.519669466822564,6.5432072410904905,9.58181588066358,1.8387650760642522,4.14868945762769,1.484037677596401,4.997655531293539,9.684357413516434,4,4
110,1.6928191884591368,4,44.11689600119297,0,5.15559532251144,7.12680303664437,8.589502818427622,8.934540758901978,4.694462146544991,3.194217439391616,1.1987726077106178,2.2334752254533994,3.461878261017432,0,0
111,3.6077630762239123,1,44.18118341464861,2,5.328154006777627,5.201038695080691,1.8776289307680771,6.2604981597771125,2.470029832801515,6.9031298178855955,4.221650750794882,8.759902809897444,4.5969220187717825,2,2
112,2.4509915852860398,2,34.969231876756574,1,4.916623593298211,1.310151334825,6.030825706897966,8.504127558269445,2.9960378037308675,2.7893265484366268,4.002948015703234,8.344831176228354,9.845741060698785,2,2
113,9.367278871083158,8,68.69655391120816,0,9.43617964794278,9.72646954163286,5.509790922359774,6.783198492912707,3.8579912188255157,3.8350945646508214,4.489256393551061,9.855157275074472,5.8282335206962586,5,5
114,8.273083416079754,6,72.08501451490378,2,7.354171068976221,9.542009287804964,7.355738646670228,1.7070204783135443,3.3344956066887663,3.0214219606739636,2.24531380799371,9.187693180414156,5.523671040591282,1,1
115,6.700633808593811,6,61.90412565649816,0,6.680535813610357,5.616121745324778,5.8086149670430824,7.66508250933559,1.7883216766535175,1.622382109466511,7.643514434831593,8.666113047944876,3.3200063938359214,1,1
116,8.84314531168946,5,69.9369394219315,0,1.4485782500464741,1.843051786353192,5.866611104197938,1.854175971406116,1.8092462037373207,8.447488674721061,8.71267973298615,1.4731695802990283,7.312272042793973,3,3
117,8.23304869209203,7,68.8407379569284,1,9.135219972343371,7.7915909943873265,4.866363492184583,6.346745025127412,2.7392447371075135,3.2908648862949503,9.448431718366315,1.9397383254830622,1.129356565999999,3,3
118,2.6791305299743224,3,44.186172287401696,0,9.184511728075567,5.4273799009515615,3.7795098160660676,7.3237618527240596,1.4550326916358505,5.257247530087186,5.431260731676632,6.120848748737105,1.4456136673206417,2,2
119,9.0330309864098,7,75.7905119891094,2,8.02191757087092,3.722027304604419,5.34037925126973,1.5987484738976971,6.638113177092344,1.3898374592888074,7.307791292128858,5.783313216536388,6.394227284222224,5,5
120,5.854080177240856,3,50.9820168906357,0,1.0632628343225723,5.422763597757011,2.0664312289156053,3.077151885338786,3.585940448580118,7.294055196273788,8.699960110922852,5.12166893040582,4.075071164366087,3,3
121,8.266961396476564,7,69.28148807413461,1,1.5155222596986102,5.70199730864918,9.653620050847763,9.241050090354848,3.5177137099216393,3.975049020756617,4.764619999841374,4.571103928731258,9.579847349808645,1,1
122,9.06482169931144,8,70.88308865440911,1,3.027013320416408,6.064405291201052,7.429696872639385,6.546830430096067,3.9879846481398866,7.70263055046289,3.784715153833999,4.88089436377896,9.12871621650507,1,1
123,3.8620312747467747,2,43.413612687078746,2,2.18214467330416,4.971013422897939,9.57220405019062,3.216574169294784,6.965166467887495,4.7116275442107955,9.430521002681411,6.123681407213157,7.423356328090365,0,0
124,1.9904673207490908,2,38.425541344904076,1,4.589524267333565,6.45179772825151,3.040546440969669,7.21611794033206,8.835704933351415,2.7618004576506214,5.641088959693658,1.0186886584007309,8.363310230150212,0,0
125,3.051416462877475,1,42.26491824680099,0,9.303607522790108,9.268612395457396,8.914069181588752,6.370987779655207,7.831782393000745,5.618575740538323,5.475284979317902,3.34637896719567,7.00598664700924,0,0
126,4.843970097636307,9,60.13816718459153,1,5.2485439077729845,4.26041278388732,8.279109861071845,5.514181299261535,7.547763072025854,2.174541036736958,2.605744869071462,5.6645174861984,2.1302389243914464,3,3
127,8.362132893302437,2,65.36517930777492,2,1.1206236378894905,7.531448168979542,7.094371712119063,9.785682774892754,5.359520670407643,4.964852438856953,1.9733951311602107,7.499944888062816,7.889890327202824,1,1
128,8.74657524930709,2,55.76668923682375,1,3.544711206208858,9.050073011418089,6.6252626747668515,7.15108399666758,7.244250012706706,3.8557492967843787,8.578961762351604,2.5674102315585667,2.8917277184696175,0,0
129,1.0625691747807164,4,40.25334930353536,1,1.4013541753566539,5.103813481839432,3.8489469874108297,4.378969987011214,5.974861312302249,9.207636257796699,6.527198585687662,5.921930564086897,3.910985695901771,2,2
130,5.596725723198092,4,52.591521878223396,1,1.3265886035215195,4.991102527437137,8.347697064685278,8.20066088869181,2.94625475367876,1.5483584954864795,3.9324212561750382,7.430137154972035,8.373107908921781,1,1
131,4.7566990283390105,1,53.50498650678569,2,3.48147867785997,6.419052868193016,5.513639153317604,8.96124963629069,2.8772953096694565,7.2461567269516785,2.725625956512398,5.001648921225142,5.828730475541034,0,0
132,2.9989702942365724,9,57.979684765267585,1,3.480511048110509,6.322660834802393,1.6380241830215683,2.126985035651483,3.667528061877551,2.644760493886923,5.999475521526683,1.2437302030304593,8.739466427650683,3,3
133,2.0787883060031453,5,51.39558761535261,1,8.084139423414436,8.259304080936493,3.81576844769617,2.8049768006073985,9.197224038728319,3.8714056689901586,6.2552736033502185,5.043413426190731,2.917317878589378,2,2
134,4.038536542632651,4,42.68780776271309,0,9.773511875030007,5.288350454004634,9.417673886907949,2.9460430821500174,5.926733563417533,4.739626567558593,2.8629424112055233,3.668003989697378,6.470005947461985,4,4
135,9.486187335212673,5,69.7938133349843,2,4.340863845009984,9.96510654675497,8.656122345443617,7.220906284478863,7.605148393016825,9.172135804374768,8.662651731023265,9.366846469311955,1.7541187529343545,1,1
136,3.908826388186797,0,46.17463314267757,1,4.859981909749347,1.5352441198055269,9.837151282688852,6.42735599547955,4.119028838348928,3.1832043946644264,1.7583792954026598,2.1215204711049465,6.787548941860267,0,0
